%Datos (longitud,latitud)
%Red de meridianos (-11.0,5.0) y paralelos (35.0,60.0)
   6378137.000  -3.0
 298.257222101  0.9996
NaN NaN
306527.55	5807976.64
303228.73	5799539.98
297935.28	5788998.23
295106.43	5784642.83
292843.71	5782277.92
285407.66	5772269.43
283746.43	5769197.69
280871.11	5767263.02
284110.59	5765826.54
284017.77	5765003.53
283091.52	5764600.85
282657.91	5765093.56
281371.79	5765575.26
280991.14	5765132.53
280720.44	5763822.59
281217.06	5763193.89
281014.02	5762720.93
280718.42	5762939.69
280527.26	5762185.65
278149.99	5761492.03
279874.11	5762567.14
279912.62	5763963.09
279023.45	5765489.83
279421.33	5765558.49
280267.05	5764772.78
280254.22	5766023.37
279240.85	5766663.41
277391.93	5766928.82
275470.95	5765388.35
275290.05	5764542.15
276449.57	5762190.46
276865.12	5760909.64
276801.96	5759976.93
277183.60	5759344.60
277644.93	5759280.45
277490.38	5759925.36
277762.54	5760265.61
278792.37	5759347.34
278236.34	5758944.73
277005.26	5756271.68
279871.36	5752345.92
279900.31	5751793.15
279251.59	5751007.45
279446.80	5750603.22
280458.78	5751034.62
281800.13	5749802.71
282843.31	5749681.83
283796.80	5749079.05
285511.31	5749275.52
286682.57	5748967.55
288260.27	5747571.15
289663.55	5747181.15
291351.76	5745891.00
292812.49	5745650.68
292428.88	5745210.11
291803.45	5745127.32
291825.16	5744753.76
292982.28	5743662.51
299200.83	5741888.11
303364.52	5739820.11
303984.81	5739107.63
308854.72	5738753.55
310866.34	5738036.93
NaN            NaN
311028.85	5735405.64
309399.07	5735533.18
306551.01	5736756.55
305524.17	5736511.31
306020.70	5736959.78
305947.36	5737184.67
305488.78	5737063.78
303352.94	5735125.15
303441.51	5734709.07
304380.06	5735369.94
303609.51	5734765.71
303336.53	5733540.91
302498.68	5732093.15
300443.55	5730718.61
295704.82	5728669.68
292584.89	5728580.77
291761.65	5728815.03
290621.48	5728563.36
285875.75	5730708.36
284846.15	5730550.98
283903.55	5729807.08
283585.77	5729324.70
283534.26	5728113.80
284849.80	5727345.45
285568.61	5725951.99
287758.24	5726073.12
288767.66	5726598.40
290242.50	5726168.74
291541.25	5722575.87
289175.31	5725506.60
285164.23	5724814.11
283596.91	5725933.79
281407.47	5725811.36
278834.76	5724179.07
277694.74	5723936.70
275945.02	5722955.14
276131.23	5721664.72
277375.68	5721314.73
278879.40	5720325.87
279165.50	5719232.87
280401.17	5718883.07
281192.53	5718227.00
281480.14	5717221.02
282407.94	5716204.08
288437.86	5716172.07
291776.47	5714501.58
292384.44	5715053.92
292786.21	5716096.15
292736.58	5717022.66
293587.42	5718276.85
293292.83	5717426.52
293293.42	5715378.98
296038.38	5714051.61
295499.97	5713369.60
295806.03	5713062.24
296497.74	5713105.63
297156.24	5712725.94
297476.49	5711254.62
298118.07	5710180.13
298214.68	5708599.68
297166.25	5707661.56
296703.17	5707634.51
295970.83	5708242.30
295615.15	5707335.68
293880.98	5706457.51
291963.70	5707174.12
291522.02	5706773.98
290338.13	5707266.89
289197.46	5706833.21
288313.30	5706039.69
287494.38	5706175.96
286763.25	5706782.05
286541.81	5706589.93
284323.02	5707809.44
283922.23	5708713.12
281833.18	5710829.76
281889.25	5711944.68
281395.62	5712477.87
281044.12	5713622.81
279264.17	5714357.53
277932.90	5715306.38
277598.27	5715102.19
275565.34	5716106.09
274053.11	5716209.92
273372.70	5715897.60
272112.86	5717777.50
268439.76	5717213.08
268128.19	5717518.50
268544.09	5718559.25
270080.81	5719062.13
270453.87	5719592.93
270318.65	5719957.36
267565.76	5723805.32
265515.19	5724301.00
264727.96	5723981.04
263443.57	5724099.63
261518.62	5723259.81
258769.88	5722833.50
257644.16	5722221.88
256094.99	5723075.00
251193.61	5721618.78
249781.41	5722102.90
247124.49	5722068.31
238391.98	5715892.64
237924.51	5714710.18
237954.26	5714157.63
239779.91	5712290.73
242759.64	5710479.46
245139.58	5706882.73
247219.42	5705822.86
248321.84	5704672.49
249529.12	5704867.75
249043.75	5705218.58
249312.78	5705649.63
249517.21	5705148.86
249924.92	5705119.41
249995.11	5706051.42
250511.15	5704959.38
252699.67	5705259.67
253470.70	5706130.71
254444.99	5706411.52
254078.06	5706671.76
254235.63	5707001.59
255163.34	5707051.21
255371.53	5707525.93
256750.16	5707874.02
256489.12	5707260.38
257336.04	5706653.02
255975.44	5707092.05
255607.86	5706287.21
258398.68	5704010.59
259050.03	5702467.96
259592.10	5702164.35
261079.81	5702525.20
262379.96	5702127.75
262707.37	5701448.05
265302.32	5699588.74
268398.33	5700394.84
269057.38	5701083.03
271283.97	5700736.68
272950.42	5705420.88
272681.90	5706059.82
272865.89	5706995.60
273392.33	5706884.55
274279.32	5707765.29
275315.81	5707917.33
276096.84	5708427.38
278528.81	5706516.16
279602.24	5706107.52
280234.33	5706191.82
280257.04	5705815.24
281217.15	5705221.05
281866.06	5703956.21
283836.56	5703000.43
288316.60	5701948.25
289462.99	5702199.18
291251.54	5703416.29
292067.68	5703373.19
292568.69	5702745.28
294300.02	5703263.28
295096.54	5702290.25
295152.17	5701364.20
295607.09	5701006.52
295075.35	5700616.26
295107.95	5700153.57
296030.52	5698255.54
295919.40	5697564.48
294633.28	5697297.96
293960.74	5697860.09
293158.00	5699576.31
291210.51	5700068.67
291074.35	5699363.96
291345.71	5698821.93
290787.49	5699397.09
290621.67	5699245.13
290991.68	5697822.89
290207.21	5699271.12
288903.26	5698778.89
289187.87	5697862.74
289608.37	5697561.36
290837.66	5697395.95
290273.87	5697181.06
290758.82	5696840.16
289781.01	5696638.87
289179.04	5696889.71
288968.94	5696592.79
288644.53	5697184.56
287998.87	5697284.31
287377.21	5696924.10
288014.79	5695937.94
287853.82	5695696.60
286255.74	5697279.13
285006.81	5697627.27
284565.77	5698302.60
281694.53	5698654.06
280154.20	5701353.19
279720.77	5701837.29
279318.94	5701675.87
279109.99	5702271.34
276409.02	5702681.35
275601.23	5701575.38
275798.68	5700003.75
275275.61	5697885.27
274339.34	5697921.52
272054.31	5697154.97
270843.50	5695972.71
269764.33	5695407.79
269177.42	5694404.49
268020.05	5694247.60
265538.95	5695043.66
265476.83	5693925.86
264947.12	5695201.70
262490.83	5695536.02
262313.87	5694415.52
261473.27	5694926.51
260440.46	5694687.90
259948.00	5695220.02
259065.19	5695311.41
256451.26	5697640.28
254356.39	5697727.22
252473.54	5698190.78
250564.48	5699118.05
249639.39	5699066.40
248544.11	5700040.55
246645.14	5700870.50
244772.69	5701244.44
243849.90	5701113.47
242276.72	5699924.19
239540.84	5698863.27
238027.45	5698888.27
236681.55	5697894.08
235085.93	5697263.21
234302.53	5696484.41
228820.60	5694474.87
226207.88	5693058.78
225171.86	5692734.50
224927.28	5693095.08
224465.04	5693074.73
224027.58	5692402.57
223302.87	5693020.64
222798.88	5692580.92
222664.86	5691699.49
222442.65	5692750.95
222890.54	5693144.96
222472.18	5693451.51
221748.45	5692627.97
221510.35	5691460.48
214894.94	5688390.42
208372.08	5683202.01
204519.28	5680541.19
203701.35	5680505.49
201798.59	5678481.59
193072.67	5672022.08
185303.95	5667471.60
181087.55	5664538.50
175124.87	5661271.24
170517.87	5659168.96
167165.24	5658128.65
165758.58	5658179.11
165394.24	5658541.60
164467.80	5658326.46
164215.66	5658779.09
161205.23	5658037.98
157494.78	5656903.33
155191.90	5655714.48
154141.05	5655590.31
152885.09	5654622.53
149290.59	5653593.11
146865.37	5652413.95
144882.30	5652262.19
143918.53	5651573.74
140342.43	5651392.00
137792.22	5650405.45
134405.48	5650038.19
132905.91	5649257.76
132335.54	5648594.03
131511.47	5648851.19
127925.36	5647188.21
124426.77	5646262.43
