%Datos (longitud,latitud)
%Red de meridianos (-11.0,5.0) y paralelos (35.0,60.0)
   6378137.000  -3.0
 298.257222101  0.9996
NaN NaN
-1005876.81	3928831.39
-993282.37	4040396.96
-980387.64	4151911.82
-967196.87	4263375.49
-953714.40	4374787.57
-939944.67	4486147.72
-925892.18	4597455.68
-911561.49	4708711.24
-896957.26	4819914.24
-882084.22	4931064.63
-866947.16	5042162.37
-851550.93	5153207.53
-835900.46	5264200.22
-820000.73	5375140.62
-803856.79	5486028.96
-787473.75	5596865.56
-770856.77	5707650.77
-754011.07	5818385.02
-736941.91	5929068.81
-719654.62	6039702.67
-702154.58	6150287.20
-684447.18	6260823.08
-666537.91	6371311.01
-648432.25	6481751.77
-630135.77	6592146.19
-611654.05	6702495.15
NaN NaN
-639307.92	3895509.07
-631380.71	4006684.55
-623261.44	4117850.81
-614952.62	4229007.76
-606456.82	4340155.32
-597776.67	4451293.44
-588914.84	4562422.06
-579874.07	4673541.14
-570657.16	4784650.66
-561266.92	4895750.60
-551706.26	5006840.97
-541978.13	5117921.76
-532085.49	5228992.99
-522031.41	5340054.71
-511818.95	5451106.95
-501451.26	5562149.77
-490931.52	5673183.22
-480262.93	5784207.40
-469448.78	5895222.39
-458492.37	6006228.28
-447397.04	6117225.18
-436166.19	6228213.22
-424803.25	6339192.53
-413311.67	6450163.24
-401694.98	6561125.51
-389956.70	6672079.49
NaN NaN
-273798.10	3877156.69
-270421.37	3988111.96
-266962.12	4099080.69
-263421.38	4210063.03
-259800.19	4321059.12
-256099.65	4432069.06
-252320.85	4543092.95
-248464.92	4654130.89
-244533.02	4765182.93
-240526.32	4876249.13
-236446.03	4987329.50
-232293.36	5098424.08
-228069.57	5209532.85
-223775.92	5320655.79
-219413.70	5431792.86
-214984.24	5542944.02
-210488.86	5654109.18
-205928.92	5765288.25
-201305.80	5876481.14
-196620.90	5987687.71
-191875.63	6098907.83
-187071.44	6210141.33
-182209.78	6321388.04
-177292.12	6432647.78
-172319.96	6543920.33
-167294.82	6655205.48
NaN NaN
91253.25	3873499.85
90129.05	3984410.79
88977.32	4095339.69
87798.42	4206286.76
86592.68	4317252.16
85360.46	4428236.06
84102.13	4539238.59
82818.07	4650259.85
81508.65	4761299.93
80174.26	4872358.89
78815.30	4983436.77
77432.18	5094533.59
76025.31	5205649.35
74595.11	5316784.01
73142.01	5427937.52
71666.45	5539109.82
70168.86	5650300.79
68649.70	5761510.32
67109.44	5872738.26
65548.52	5983984.45
63967.42	6095248.71
62366.63	6206530.81
60746.62	6317830.53
59107.89	6429147.61
57450.94	6540481.78
55776.27	6651832.74
NaN NaN
456457.73	3884483.99
450816.11	3995527.64
445037.09	4106575.71
439122.41	4217628.24
433073.88	4328685.30
426893.30	4439746.92
420582.56	4550813.13
414143.57	4661883.98
407578.27	4772959.48
400888.65	4884039.66
394076.75	4995124.53
387144.61	5106214.10
380094.35	5217308.38
372928.10	5328407.36
365648.04	5439511.03
358256.37	5550619.38
350755.34	5661732.38
343147.22	5772850.03
335434.34	5883972.27
327619.02	5995099.09
319703.64	6106230.42
311690.62	6217366.23
